# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1973472	1974848	-							EYF70_RS08485	1377		old_locus_tag=EYF70_08485
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1973472	1974848	-	WP_131145006.1	WP_131145006.1		glycoside hydrolase family 88 protein			EYF70_RS08485	1377	458	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1974845	1976464	-							EYF70_RS08490	1620		old_locus_tag=EYF70_08490
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1974845	1976464	-	WP_131145007.1	WP_131145007.1		glycoside hydrolase 43 family protein			EYF70_RS08490	1620	539	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1976472	1979291	-							EYF70_RS08495	2820		old_locus_tag=EYF70_08495
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1976472	1979291	-	WP_165497594.1	WP_165497594.1		TonB-dependent receptor			EYF70_RS08495	2820	939	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1979600	1981933	+							EYF70_RS08500	2334		old_locus_tag=EYF70_08500
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1979600	1981933	+	WP_131145009.1	WP_131145009.1		pectinesterase family protein			EYF70_RS08500	2334	777	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1981943	1982788	-							EYF70_RS08505	846		old_locus_tag=EYF70_08505
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1981943	1982788	-	WP_131145010.1	WP_131145010.1		MBL fold metallo-hydrolase			EYF70_RS08505	846	281	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1982907	1983893	+							EYF70_RS08510	987		old_locus_tag=EYF70_08510
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1982907	1983893	+	WP_131145011.1	WP_131145011.1		helix-turn-helix domain-containing protein			EYF70_RS08510	987	328	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1984014	1987850	+							EYF70_RS08515	3837		old_locus_tag=EYF70_08515
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1984014	1987850	+	WP_131145012.1	WP_131145012.1		beta-galactosidase			EYF70_RS08515	3837	1278	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1988137	1988310	+							EYF70_RS31015	174		
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1988137	1988310	+	WP_165497595.1	WP_165497595.1		hypothetical protein			EYF70_RS31015	174	57	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1988350	1989642	-							EYF70_RS08520	1293		old_locus_tag=EYF70_08520
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1988350	1989642	-	WP_229420759.1	WP_229420759.1		SGNH/GDSL hydrolase family protein			EYF70_RS08520	1293	430	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1989908	1992925	+							EYF70_RS08525	3018		old_locus_tag=EYF70_08525
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1989908	1992925	+	WP_131145014.1	WP_131145014.1		TonB-dependent receptor			EYF70_RS08525	3018	1005	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1993035	1996205	+							EYF70_RS08530	3171		old_locus_tag=EYF70_08530
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1993035	1996205	+	WP_131145015.1	WP_131145015.1		TonB-dependent receptor			EYF70_RS08530	3171	1056	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1996689	1997507	-							EYF70_RS08535	819		old_locus_tag=EYF70_08535
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1996689	1997507	-	WP_165497596.1	WP_165497596.1		arylamine N-acetyltransferase			EYF70_RS08535	819	272	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1997707	1998096	+							EYF70_RS08540	390		old_locus_tag=EYF70_08540
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1997707	1998096	+	WP_131145017.1	WP_131145017.1		hypothetical protein			EYF70_RS08540	390	129	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1998225	1998518	+							EYF70_RS08545	294		old_locus_tag=EYF70_08545
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1998225	1998518	+	WP_131145018.1	WP_131145018.1		hypothetical protein			EYF70_RS08545	294	97	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1998632	1999732	-							EYF70_RS08550	1101		old_locus_tag=EYF70_08550
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1998632	1999732	-	WP_131145019.1	WP_131145019.1		NADH:flavin oxidoreductase/NADH oxidase			EYF70_RS08550	1101	366	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1999824	2000708	+							EYF70_RS08555	885		old_locus_tag=EYF70_08555
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	1999824	2000708	+	WP_131145020.1	WP_131145020.1		LysR family transcriptional regulator			EYF70_RS08555	885	294	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2000705	2001475	+					hisN		EYF70_RS08560	771		old_locus_tag=EYF70_08560
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2000705	2001475	+	WP_131145021.1	WP_131145021.1		histidinol-phosphatase	hisN		EYF70_RS08560	771	256	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2001611	2002201	+							EYF70_RS08565	591		old_locus_tag=EYF70_08565
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2001611	2002201	+	WP_131145022.1	WP_131145022.1		PEP-CTERM sorting domain-containing protein			EYF70_RS08565	591	196	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2002414	2003610	+							EYF70_RS08570	1197		old_locus_tag=EYF70_08570
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2002414	2003610	+	WP_131145023.1	WP_131145023.1		DNA-binding transcriptional regulator			EYF70_RS08570	1197	398	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2003616	2004662	+							EYF70_RS08575	1047		old_locus_tag=EYF70_08575
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2003616	2004662	+	WP_229420760.1	WP_229420760.1		galactose mutarotase			EYF70_RS08575	1047	348	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2004771	2008139	+							EYF70_RS08580	3369		old_locus_tag=EYF70_08580
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2004771	2008139	+	WP_131145025.1	WP_131145025.1		GDSL-type esterase/lipase family protein			EYF70_RS08580	3369	1122	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2008145	2010493	+							EYF70_RS08585	2349		old_locus_tag=EYF70_08585
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2008145	2010493	+	WP_229420891.1	WP_229420891.1		glycoside hydrolase family 95 protein			EYF70_RS08585	2349	782	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2010564	2013593	+							EYF70_RS08590	3030		old_locus_tag=EYF70_08590
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2010564	2013593	+	WP_165497597.1	WP_165497597.1		TonB-dependent receptor			EYF70_RS08590	3030	1009	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2013604	2015253	+							EYF70_RS08595	1650		old_locus_tag=EYF70_08595
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2013604	2015253	+	WP_131145028.1	WP_131145028.1		DUF5597 domain-containing protein			EYF70_RS08595	1650	549	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2015250	2018129	+							EYF70_RS08600	2880		old_locus_tag=EYF70_08600
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2015250	2018129	+	WP_131145029.1	WP_131145029.1		DUF5110 domain-containing protein			EYF70_RS08600	2880	959	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2018138	2020315	+							EYF70_RS08605	2178		old_locus_tag=EYF70_08605
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2018138	2020315	+	WP_131145030.1	WP_131145030.1		glycoside hydrolase family 3 C-terminal domain-containing protein			EYF70_RS08605	2178	725	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2020610	2021380	+							EYF70_RS08610	771		old_locus_tag=EYF70_08610
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2020610	2021380	+	WP_131145031.1	WP_131145031.1		ThuA domain-containing protein			EYF70_RS08610	771	256	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2021498	2022028	-							EYF70_RS31550	531		
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2021498	2022028	-	WP_229420892.1	WP_229420892.1		DUF4214 domain-containing protein			EYF70_RS31550	531	176	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2022754	2023911	-							EYF70_RS08620	1158		old_locus_tag=EYF70_08620
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2022754	2023911	-	WP_131145033.1	WP_131145033.1		hypothetical protein			EYF70_RS08620	1158	385	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2024029	2026386	-							EYF70_RS08625	2358		old_locus_tag=EYF70_08625
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2024029	2026386	-	WP_131145034.1	WP_131145034.1		beta-galactosidase			EYF70_RS08625	2358	785	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2026383	2027921	-							EYF70_RS08630	1539		old_locus_tag=EYF70_08630
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2026383	2027921	-	WP_131145035.1	WP_131145035.1		MFS transporter			EYF70_RS08630	1539	512	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2027925	2028995	-							EYF70_RS08635	1071		old_locus_tag=EYF70_08635
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2027925	2028995	-	WP_131145036.1	WP_131145036.1		LacI family transcriptional regulator			EYF70_RS08635	1071	356	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2029245	2032199	+							EYF70_RS08640	2955		old_locus_tag=EYF70_08640
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2029245	2032199	+	WP_131145037.1	WP_131145037.1		TonB-dependent receptor			EYF70_RS08640	2955	984	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2032199	2033551	+							EYF70_RS08645	1353		old_locus_tag=EYF70_08645
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2032199	2033551	+	WP_131145038.1	WP_131145038.1		BNR repeat-containing protein			EYF70_RS08645	1353	450	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2033548	2034756	+							EYF70_RS08650	1209		old_locus_tag=EYF70_08650
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2033548	2034756	+	WP_229420761.1	WP_229420761.1		glycoside hydrolase family 88 protein			EYF70_RS08650	1209	402	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2034756	2036039	+							EYF70_RS08655	1284		old_locus_tag=EYF70_08655
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2034756	2036039	+	WP_131145039.1	WP_131145039.1		DUF2264 domain-containing protein			EYF70_RS08655	1284	427	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2036261	2037355	+							EYF70_RS08660	1095		old_locus_tag=EYF70_08660
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2036261	2037355	+	WP_131145040.1	WP_131145040.1		branched-chain amino acid aminotransferase			EYF70_RS08660	1095	364	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2037455	2037841	+							EYF70_RS08665	387		old_locus_tag=EYF70_08665
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2037455	2037841	+	WP_131145041.1	WP_131145041.1		cupin domain-containing protein			EYF70_RS08665	387	128	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2038485	2041556	+							EYF70_RS08670	3072		old_locus_tag=EYF70_08670
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2038485	2041556	+	WP_131145042.1	WP_131145042.1		TonB-dependent receptor			EYF70_RS08670	3072	1023	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2041779	2043527	-							EYF70_RS08675	1749		old_locus_tag=EYF70_08675
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2041779	2043527	-	WP_218943764.1	WP_218943764.1		pectinesterase family protein			EYF70_RS08675	1749	582	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2043649	2045739	+							EYF70_RS31555	2091		
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2043649	2045739	+	WP_229420762.1	WP_229420762.1		hypothetical protein			EYF70_RS31555	2091	696	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2045831	2047306	-							EYF70_RS08685	1476		old_locus_tag=EYF70_08685
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2045831	2047306	-	WP_229420763.1	WP_229420763.1		pyridoxal-dependent decarboxylase			EYF70_RS08685	1476	491	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2047501	2048127	-							EYF70_RS08690	627		old_locus_tag=EYF70_08690
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2047501	2048127	-	WP_131145043.1	WP_131145043.1		LysE family translocator			EYF70_RS08690	627	208	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2048397	2049197	-							EYF70_RS08695	801		old_locus_tag=EYF70_08695
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2048397	2049197	-	WP_131145044.1	WP_131145044.1		HDOD domain-containing protein			EYF70_RS08695	801	266	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2049345	2050706	-							EYF70_RS08700	1362		old_locus_tag=EYF70_08700
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2049345	2050706	-	WP_131145045.1	WP_131145045.1		GGDEF domain-containing protein			EYF70_RS08700	1362	453	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2050906	2052342	+							EYF70_RS08705	1437		old_locus_tag=EYF70_08705
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2050906	2052342	+	WP_131145046.1	WP_131145046.1		M28 family peptidase			EYF70_RS08705	1437	478	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2052446	2053204	-							EYF70_RS08710	759		old_locus_tag=EYF70_08710
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2052446	2053204	-	WP_131145047.1	WP_131145047.1		hypothetical protein			EYF70_RS08710	759	252	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2053386	2055773	-							EYF70_RS08715	2388		old_locus_tag=EYF70_08715
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2053386	2055773	-	WP_131148978.1	WP_131148978.1		DNA polymerase II			EYF70_RS08715	2388	795	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2055884	2056786	-							EYF70_RS08720	903		old_locus_tag=EYF70_08720
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2055884	2056786	-	WP_131145048.1	WP_131145048.1		diguanylate cyclase			EYF70_RS08720	903	300	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2056783	2059971	-							EYF70_RS08725	3189		old_locus_tag=EYF70_08725
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2056783	2059971	-	WP_131145049.1	WP_131145049.1		hybrid sensor histidine kinase/response regulator			EYF70_RS08725	3189	1062	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2059984	2062215	-							EYF70_RS08730	2232		old_locus_tag=EYF70_08730
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2059984	2062215	-	WP_131145050.1	WP_131145050.1		TonB-dependent receptor			EYF70_RS08730	2232	743	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2062480	2064726	+							EYF70_RS08735	2247		old_locus_tag=EYF70_08735
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2062480	2064726	+	WP_131145051.1	WP_131145051.1		TonB-dependent receptor			EYF70_RS08735	2247	748	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2064847	2065803	+							EYF70_RS08740	957		old_locus_tag=EYF70_08740
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2064847	2065803	+	WP_165497598.1	WP_165497598.1		alpha/beta hydrolase			EYF70_RS08740	957	318	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2065926	2068076	-							EYF70_RS08745	2151		old_locus_tag=EYF70_08745
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2065926	2068076	-	WP_131145053.1	WP_131145053.1		SWIM zinc finger domain-containing protein			EYF70_RS08745	2151	716	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2068073	2069194	-							EYF70_RS08750	1122		old_locus_tag=EYF70_08750
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2068073	2069194	-	WP_131145054.1	WP_131145054.1		VWA domain-containing protein			EYF70_RS08750	1122	373	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2069191	2071872	-							EYF70_RS08755	2682		old_locus_tag=EYF70_08755
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2069191	2071872	-	WP_174800392.1	WP_174800392.1		DUF5682 family protein			EYF70_RS08755	2682	893	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2071830	2072954	-							EYF70_RS08760	1125		old_locus_tag=EYF70_08760
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2071830	2072954	-	WP_229420764.1	WP_229420764.1		AAA family ATPase			EYF70_RS08760	1125	374	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2072948	2076685	-							EYF70_RS08765	3738		old_locus_tag=EYF70_08765
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2072948	2076685	-	WP_131145055.1	WP_131145055.1		DUF4132 domain-containing protein			EYF70_RS08765	3738	1245	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2076799	2079519	-							EYF70_RS08770	2721		old_locus_tag=EYF70_08770
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2076799	2079519	-	WP_131145056.1	WP_131145056.1		DUF4132 domain-containing protein			EYF70_RS08770	2721	906	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2079665	2080306	+					udk		EYF70_RS08775	642		old_locus_tag=EYF70_08775
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2079665	2080306	+	WP_131145057.1	WP_131145057.1		uridine kinase	udk		EYF70_RS08775	642	213	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2080627	2081448	-							EYF70_RS08780	822		old_locus_tag=EYF70_08780
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2080627	2081448	-	WP_131145058.1	WP_131145058.1		hypothetical protein			EYF70_RS08780	822	273	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2081655	2082038	+							EYF70_RS08785	384		old_locus_tag=EYF70_08785
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2081655	2082038	+	WP_131145059.1	WP_131145059.1		tautomerase family protein			EYF70_RS08785	384	127	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2082109	2082507	-							EYF70_RS08790	399		old_locus_tag=EYF70_08790
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2082109	2082507	-	WP_131145060.1	WP_131145060.1		group III truncated hemoglobin			EYF70_RS08790	399	132	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2082562	2083953	+							EYF70_RS08795	1392		old_locus_tag=EYF70_08795
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2082562	2083953	+	WP_229420765.1	WP_229420765.1		MATE family efflux transporter			EYF70_RS08795	1392	463	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2084069	2085190	+							EYF70_RS08800	1122		old_locus_tag=EYF70_08800
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2084069	2085190	+	WP_229420766.1	WP_229420766.1		DUF5694 domain-containing protein			EYF70_RS08800	1122	373	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2085187	2088213	-							EYF70_RS08805	3027		old_locus_tag=EYF70_08805
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2085187	2088213	-	WP_131145061.1	WP_131145061.1		TonB-dependent receptor			EYF70_RS08805	3027	1008	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2088526	2090844	-							EYF70_RS08810	2319		old_locus_tag=EYF70_08810
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2088526	2090844	-	WP_131145062.1	WP_131145062.1		PAS domain-containing protein			EYF70_RS08810	2319	772	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2091073	2092029	+					prs		EYF70_RS08815	957		old_locus_tag=EYF70_08815
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2091073	2092029	+	WP_131145063.1	WP_131145063.1		ribose-phosphate diphosphokinase	prs		EYF70_RS08815	957	318	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2092147	2093643	+							EYF70_RS08820	1497		old_locus_tag=EYF70_08820
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2092147	2093643	+	WP_229420767.1	WP_229420767.1		AMP nucleosidase			EYF70_RS08820	1497	498	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2093657	2094247	-							EYF70_RS08825	591		old_locus_tag=EYF70_08825
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2093657	2094247	-	WP_131145065.1	WP_131145065.1		TetR/AcrR family transcriptional regulator			EYF70_RS08825	591	196	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2094244	2094780	-							EYF70_RS08830	537		old_locus_tag=EYF70_08830
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2094244	2094780	-	WP_131145066.1	WP_131145066.1		dihydrofolate reductase family protein			EYF70_RS08830	537	178	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2094863	2095309	-							EYF70_RS31560	447		
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2094863	2095309	-	WP_229420768.1	WP_229420768.1		hypothetical protein			EYF70_RS31560	447	148	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2095314	2098334	-							EYF70_RS08840	3021		old_locus_tag=EYF70_08840
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2095314	2098334	-	WP_131145067.1	WP_131145067.1		CHASE domain-containing protein			EYF70_RS08840	3021	1006	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2098467	2099105	-							EYF70_RS08845	639		old_locus_tag=EYF70_08845
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2098467	2099105	-	WP_229420769.1	WP_229420769.1		response regulator transcription factor			EYF70_RS08845	639	212	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2099274	2100713	+							EYF70_RS08850	1440		old_locus_tag=EYF70_08850
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2099274	2100713	+	WP_165497599.1	WP_165497599.1		winged helix-turn-helix domain-containing protein			EYF70_RS08850	1440	479	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2101170	2102522	+							EYF70_RS08855	1353		old_locus_tag=EYF70_08855
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2101170	2102522	+	WP_131145069.1	WP_131145069.1		MFS transporter			EYF70_RS08855	1353	450	
gene	protein_coding	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2102547	2103512	+							EYF70_RS08860	966		old_locus_tag=EYF70_08860
CDS	with_protein	GCF_004322755.1	Primary Assembly	chromosome		NZ_CP036401.1	2102547	2103512	+	WP_131145070.1	WP_131145070.1		glycoside hydrolase family 43 protein			EYF70_RS08860	966	321	
