# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	without_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	664940	667056	+				elongation factor G	fusA		E1742_RS02790	2117		pseudo
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	667220	667783	+							E1742_RS02795	564		old_locus_tag=E1742_02795
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	667220	667783	+	WP_134383454.1	WP_134383454.1		SRPBCC family protein			E1742_RS02795	564	187	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	667855	670242	-							E1742_RS02800	2388		old_locus_tag=E1742_02800
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	667855	670242	-	WP_134383455.1	WP_134383455.1		EAL domain-containing protein			E1742_RS02800	2388	795	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	670260	670742	-							E1742_RS02805	483		old_locus_tag=E1742_02805
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	670260	670742	-	WP_134383456.1	WP_134383456.1		hypothetical protein			E1742_RS02805	483	160	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	670915	671781	+							E1742_RS02810	867		old_locus_tag=E1742_02810
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	670915	671781	+	WP_166793396.1	WP_166793396.1		M48 family metallopeptidase			E1742_RS02810	867	288	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	671754	672248	-							E1742_RS02815	495		old_locus_tag=E1742_02815
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	671754	672248	-	WP_134383457.1	WP_134383457.1		GNAT family N-acetyltransferase			E1742_RS02815	495	164	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	672358	672861	+							E1742_RS02820	504		old_locus_tag=E1742_02820
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	672358	672861	+	WP_134383458.1	WP_134383458.1		hypothetical protein			E1742_RS02820	504	167	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	672983	674047	-							E1742_RS02825	1065		old_locus_tag=E1742_02825
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	672983	674047	-	WP_134383459.1	WP_134383459.1		peptidase M35			E1742_RS02825	1065	354	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	674327	676294	-							E1742_RS02830	1968		old_locus_tag=E1742_02830
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	674327	676294	-	WP_134383460.1	WP_134383460.1		U32 family peptidase			E1742_RS02830	1968	655	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	676461	676724	+							E1742_RS02835	264		old_locus_tag=E1742_02835
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	676461	676724	+	WP_134383461.1	WP_134383461.1		hypothetical protein			E1742_RS02835	264	87	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	676880	677101	-							E1742_RS02840	222		old_locus_tag=E1742_02840
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	676880	677101	-	WP_134383462.1	WP_134383462.1		hypothetical protein			E1742_RS02840	222	73	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	677290	678063	-							E1742_RS02845	774		old_locus_tag=E1742_02845
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	677290	678063	-	WP_134383463.1	WP_134383463.1		XrtA-associated tyrosine autokinase			E1742_RS02845	774	257	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	678074	679603	-							E1742_RS02850	1530		old_locus_tag=E1742_02850
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	678074	679603	-	WP_134383464.1	WP_134383464.1		chain length-determining protein			E1742_RS02850	1530	509	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	679775	680719	-							E1742_RS02855	945		old_locus_tag=E1742_02855
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	679775	680719	-	WP_134383465.1	WP_134383465.1		PEP-CTERM sorting domain-containing protein			E1742_RS02855	945	314	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	680939	681685	+							E1742_RS02860	747		old_locus_tag=E1742_02860
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	680939	681685	+	WP_134383466.1	WP_134383466.1		long-chain N-acyl amino acid synthase			E1742_RS02860	747	248	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	681687	683324	+							E1742_RS02865	1638		old_locus_tag=E1742_02865
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	681687	683324	+	WP_134383467.1	WP_134383467.1		FAD-binding oxidoreductase			E1742_RS02865	1638	545	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	683458	686205	-					prsT		E1742_RS02870	2748		old_locus_tag=E1742_02870
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	683458	686205	-	WP_166793397.1	WP_166793397.1		PEP-CTERM system TPR-repeat protein PrsT	prsT		E1742_RS02870	2748	915	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	686365	687033	-							E1742_RS02875	669		old_locus_tag=E1742_02875
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	686365	687033	-	WP_229466467.1	WP_229466467.1		response regulator transcription factor			E1742_RS02875	669	222	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	687205	687681	-							E1742_RS02880	477		old_locus_tag=E1742_02880
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	687205	687681	-	WP_189569226.1	WP_189569226.1		hypothetical protein			E1742_RS02880	477	158	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	687967	688365	-							E1742_RS02885	399		old_locus_tag=E1742_02885
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	687967	688365	-	WP_134383469.1	WP_134383469.1		Hpt domain-containing protein			E1742_RS02885	399	132	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	688377	689669	-							E1742_RS02890	1293		old_locus_tag=E1742_02890
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	688377	689669	-	WP_134383470.1	WP_134383470.1		alpha/beta fold hydrolase			E1742_RS02890	1293	430	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	689729	691894	-							E1742_RS02895	2166		old_locus_tag=E1742_02895
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	689729	691894	-	WP_134383471.1	WP_134383471.1		TonB-dependent siderophore receptor			E1742_RS02895	2166	721	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	692005	693171	+							E1742_RS02900	1167		old_locus_tag=E1742_02900
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	692005	693171	+	WP_134383472.1	WP_134383472.1		PepSY domain-containing protein			E1742_RS02900	1167	388	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	693168	693344	+							E1742_RS26045	177		
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	693168	693344	+	WP_166793398.1	WP_166793398.1		hypothetical protein			E1742_RS26045	177	58	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	693462	694304	-							E1742_RS02905	843		old_locus_tag=E1742_02905
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	693462	694304	-	WP_134383473.1	WP_134383473.1		peptidase			E1742_RS02905	843	280	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	694355	695158	-							E1742_RS02910	804		old_locus_tag=E1742_02910
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	694355	695158	-	WP_134383474.1	WP_134383474.1		transglutaminase family protein			E1742_RS02910	804	267	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	695168	696100	-							E1742_RS02915	933		old_locus_tag=E1742_02915
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	695168	696100	-	WP_134383475.1	WP_134383475.1		alpha-E domain-containing protein			E1742_RS02915	933	310	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	696115	697503	-							E1742_RS02920	1389		old_locus_tag=E1742_02920
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	696115	697503	-	WP_134387964.1	WP_134387964.1		circularly permuted type 2 ATP-grasp protein			E1742_RS02920	1389	462	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	697763	698275	+							E1742_RS02925	513		old_locus_tag=E1742_02925
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	697763	698275	+	WP_166793399.1	WP_166793399.1		chemotaxis protein CheD			E1742_RS02925	513	170	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	698340	699059	+							E1742_RS02930	720		old_locus_tag=E1742_02930
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	698340	699059	+	WP_134383477.1	WP_134383477.1		SDR family oxidoreductase			E1742_RS02930	720	239	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	699142	700266	-							E1742_RS02935	1125		old_locus_tag=E1742_02935
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	699142	700266	-	WP_134383478.1	WP_134383478.1		hypothetical protein			E1742_RS02935	1125	374	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	700263	701039	-							E1742_RS02940	777		old_locus_tag=E1742_02940
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	700263	701039	-	WP_166793400.1	WP_166793400.1		pentapeptide repeat-containing protein			E1742_RS02940	777	258	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	701269	703410	-							E1742_RS02945	2142		old_locus_tag=E1742_02945
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	701269	703410	-	WP_229466469.1	WP_229466469.1		TonB-dependent receptor			E1742_RS02945	2142	713	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	703515	704750	+							E1742_RS02950	1236		old_locus_tag=E1742_02950
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	703515	704750	+	WP_134383480.1	WP_134383480.1		PepSY domain-containing protein			E1742_RS02950	1236	411	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	704906	705493	-							E1742_RS02955	588		old_locus_tag=E1742_02955
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	704906	705493	-	WP_134383481.1	WP_134383481.1		hypothetical protein			E1742_RS02955	588	195	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	705490	705930	-							E1742_RS02960	441		old_locus_tag=E1742_02960
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	705490	705930	-	WP_134383482.1	WP_134383482.1		hypothetical protein			E1742_RS02960	441	146	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	706466	707563	+							E1742_RS02965	1098		old_locus_tag=E1742_02965
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	706466	707563	+	WP_134383483.1	WP_134383483.1		DNA-binding protein			E1742_RS02965	1098	365	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	707600	708787	-							E1742_RS02970	1188		old_locus_tag=E1742_02970
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	707600	708787	-	WP_134383484.1	WP_134383484.1		tyrosine-type recombinase/integrase			E1742_RS02970	1188	395	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	709707	711632	+							E1742_RS02975	1926		old_locus_tag=E1742_02975
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	709707	711632	+	WP_134383485.1	WP_134383485.1		acyltransferase family protein			E1742_RS02975	1926	641	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	711993	712346	-							E1742_RS02980	354		old_locus_tag=E1742_02980
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	711993	712346	-	WP_134383486.1	WP_134383486.1		hypothetical protein			E1742_RS02980	354	117	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	712337	714061	-							E1742_RS02985	1725		old_locus_tag=E1742_02985
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	712337	714061	-	WP_134383487.1	WP_134383487.1		hypothetical protein			E1742_RS02985	1725	574	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	713980	715470	-							E1742_RS02990	1491		old_locus_tag=E1742_02990
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	713980	715470	-	WP_134383488.1	WP_134383488.1		hypothetical protein			E1742_RS02990	1491	496	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	715990	717207	+							E1742_RS02995	1218		old_locus_tag=E1742_02995
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	715990	717207	+	WP_134383489.1	WP_134383489.1		YeeE/YedE family protein			E1742_RS02995	1218	405	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	717355	717783	-							E1742_RS03000	429		old_locus_tag=E1742_03000
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	717355	717783	-	WP_134383490.1	WP_134383490.1		VOC family protein			E1742_RS03000	429	142	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	717949	718596	+							E1742_RS03005	648		old_locus_tag=E1742_03005
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	717949	718596	+	WP_134383491.1	WP_134383491.1		cation transporter			E1742_RS03005	648	215	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	718685	719167	+							E1742_RS03010	483		old_locus_tag=E1742_03010
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	718685	719167	+	WP_134383492.1	WP_134383492.1		arsenate reductase ArsC			E1742_RS03010	483	160	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	719172	720452	+							E1742_RS03015	1281		old_locus_tag=E1742_03015
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	719172	720452	+	WP_134383493.1	WP_134383493.1		arsenic transporter			E1742_RS03015	1281	426	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	720462	721169	+					arsH		E1742_RS03020	708		old_locus_tag=E1742_03020
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	720462	721169	+	WP_134383494.1	WP_134383494.1		arsenical resistance protein ArsH	arsH		E1742_RS03020	708	235	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	721170	721622	-							E1742_RS03025	453		old_locus_tag=E1742_03025
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	721170	721622	-	WP_166793401.1	WP_166793401.1		nuclear transport factor 2 family protein			E1742_RS03025	453	150	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	721654	722823	-							E1742_RS03030	1170		old_locus_tag=E1742_03030
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	721654	722823	-	WP_134383496.1	WP_134383496.1		glycosyltransferase			E1742_RS03030	1170	389	
gene	pseudogene	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	723063	724202	+							E1742_RS03035	1140		partial;pseudo;old_locus_tag=E1742_03035
CDS	without_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	723063	724202	+				putative O-glycosylation ligase, exosortase A system-associated			E1742_RS03035	1140		partial;pseudo
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	724363	725001	+							E1742_RS26050	639		
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	724363	725001	+	WP_166793363.1	WP_166793363.1		ABC transporter permease			E1742_RS26050	639	212	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	725037	726395	-					prsR		E1742_RS03040	1359		old_locus_tag=E1742_03040
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	725037	726395	-	WP_134383497.1	WP_134383497.1		PEP-CTERM-box response regulator transcription factor	prsR		E1742_RS03040	1359	452	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	726406	728478	-					prsK		E1742_RS03045	2073		old_locus_tag=E1742_03045
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	726406	728478	-	WP_134383498.1	WP_134383498.1		PEP-CTERM system histidine kinase PrsK	prsK		E1742_RS03045	2073	690	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	728493	729872	-							E1742_RS03050	1380		old_locus_tag=E1742_03050
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	728493	729872	-	WP_134383499.1	WP_134383499.1		TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase			E1742_RS03050	1380	459	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	730051	731664	+					nadB		E1742_RS03055	1614		old_locus_tag=E1742_03055
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	730051	731664	+	WP_134383500.1	WP_134383500.1		L-aspartate oxidase	nadB		E1742_RS03055	1614	537	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	731666	732205	+							E1742_RS03060	540		old_locus_tag=E1742_03060
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	731666	732205	+	WP_134383501.1	WP_134383501.1		GNAT family N-acetyltransferase			E1742_RS03060	540	179	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	732294	734387	-							E1742_RS03065	2094		old_locus_tag=E1742_03065
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	732294	734387	-	WP_134383502.1	WP_134383502.1		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein			E1742_RS03065	2094	697	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	734452	736182	-							E1742_RS03070	1731		old_locus_tag=E1742_03070
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	734452	736182	-	WP_134383503.1	WP_134383503.1		fatty-acid--CoA ligase			E1742_RS03070	1731	576	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	736234	737814	+							E1742_RS03075	1581		old_locus_tag=E1742_03075
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	736234	737814	+	WP_134383504.1	WP_134383504.1		YdiU family protein			E1742_RS03075	1581	526	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	737828	738235	+					msrB		E1742_RS03080	408		old_locus_tag=E1742_03080
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	737828	738235	+	WP_134383505.1	WP_134383505.1		peptide-methionine (R)-S-oxide reductase MsrB	msrB		E1742_RS03080	408	135	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	738247	738876	+							E1742_RS03085	630		old_locus_tag=E1742_03085
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	738247	738876	+	WP_134387967.1	WP_134387967.1		septation protein A			E1742_RS03085	630	209	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	738873	739160	+							E1742_RS03090	288		old_locus_tag=E1742_03090
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	738873	739160	+	WP_134383506.1	WP_134383506.1		BolA family transcriptional regulator			E1742_RS03090	288	95	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	739347	740135	+							E1742_RS03095	789		old_locus_tag=E1742_03095
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	739347	740135	+	WP_134383507.1	WP_134383507.1		peptidylprolyl isomerase			E1742_RS03095	789	262	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	740278	741057	+							E1742_RS03100	780		old_locus_tag=E1742_03100
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	740278	741057	+	WP_134383508.1	WP_134383508.1		peptidylprolyl isomerase			E1742_RS03100	780	259	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	741107	742432	-							E1742_RS03105	1326		old_locus_tag=E1742_03105
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	741107	742432	-	WP_134383509.1	WP_134383509.1		IS4 family transposase			E1742_RS03105	1326	441	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	742709	743209	+							E1742_RS03110	501		old_locus_tag=E1742_03110
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	742709	743209	+	WP_134383510.1	WP_134383510.1		VOC family protein			E1742_RS03110	501	166	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	743323	744237	-							E1742_RS03115	915		old_locus_tag=E1742_03115
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	743323	744237	-	WP_134383511.1	WP_134383511.1		LysR substrate-binding domain-containing protein			E1742_RS03115	915	304	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	744541	748566	-					purL		E1742_RS03120	4026		old_locus_tag=E1742_03120
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	744541	748566	-	WP_134383512.1	WP_134383512.1		phosphoribosylformylglycinamidine synthase	purL		E1742_RS03120	4026	1341	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	748945	750582	+							E1742_RS03125	1638		old_locus_tag=E1742_03125
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	748945	750582	+	WP_134383513.1	WP_134383513.1		response regulator			E1742_RS03125	1638	545	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	750643	750840	+							E1742_RS03130	198		old_locus_tag=E1742_03130
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	750643	750840	+	WP_134383514.1	WP_134383514.1		hypothetical protein			E1742_RS03130	198	65	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	750837	751178	+							E1742_RS03135	342		old_locus_tag=E1742_03135
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	750837	751178	+	WP_134383515.1	WP_134383515.1		hypothetical protein			E1742_RS03135	342	113	
gene	pseudogene	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	751350	754954	-							E1742_RS03140	3605		pseudo;old_locus_tag=E1742_03140
CDS	without_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	751350	754954	-				hydantoinase B/oxoprolinase family protein			E1742_RS03140	3605		pseudo
gene	pseudogene	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	755071	756578	+							E1742_RS03145	1508		pseudo;old_locus_tag=E1742_03145
CDS	without_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	755071	756578	+				NAD(P)H-hydrate dehydratase			E1742_RS03145	1508		pseudo
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	756584	757222	-							E1742_RS03150	639		old_locus_tag=E1742_03150
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	756584	757222	-	WP_229466774.1	WP_229466774.1		ATP-binding cassette domain-containing protein			E1742_RS03150	639	212	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	757384	758022	+							E1742_RS03155	639		old_locus_tag=E1742_03155
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	757384	758022	+	WP_229466776.1	WP_229466776.1		arylesterase			E1742_RS03155	639	212	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	758019	759074	+					mnmH		E1742_RS03160	1056		old_locus_tag=E1742_03160
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	758019	759074	+	WP_134383518.1	WP_134383518.1		tRNA 2-selenouridine(34) synthase MnmH	mnmH		E1742_RS03160	1056	351	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	759294	761195	-							E1742_RS03165	1902		old_locus_tag=E1742_03165
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	759294	761195	-	WP_229466471.1	WP_229466471.1		SurA N-terminal domain-containing protein			E1742_RS03165	1902	633	
gene	tRNA	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	761732	761808	-							E1742_RS03170	77		old_locus_tag=E1742_03170
tRNA		GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	761732	761808	-				tRNA-Asp			E1742_RS03170	77		anticodon=GTC
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	761870	762142	-							E1742_RS03175	273		old_locus_tag=E1742_03175
CDS	with_protein	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	761870	762142	-	WP_134383520.1	WP_134383520.1		HU family DNA-binding protein			E1742_RS03175	273	90	
gene	protein_coding	GCF_004421005.1	Primary Assembly	chromosome		NZ_CP038026.1	762551	764962	-					lon		E1742_RS03180	2412		old_locus_tag=E1742_03180
