# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1265689	1267983	+							FCL38_RS05200	2295		old_locus_tag=FCL38_05200
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1265689	1267983	+	WP_137312775.1	WP_137312775.1		FdhF/YdeP family oxidoreductase			FCL38_RS05200	2295	764	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1268133	1268687	+							FCL38_RS31645	555		
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1268133	1268687	+	WP_183444243.1	WP_183444243.1		FxDxF family PEP-CTERM protein			FCL38_RS31645	555	184	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1268741	1269472	-							FCL38_RS05210	732		old_locus_tag=FCL38_05210
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1268741	1269472	-	WP_137312776.1	WP_137312776.1		hypothetical protein			FCL38_RS05210	732	243	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1269732	1270730	-							FCL38_RS05215	999		old_locus_tag=FCL38_05215
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1269732	1270730	-	WP_137312777.1	WP_137312777.1		aldo/keto reductase			FCL38_RS05215	999	332	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1270853	1271806	-							FCL38_RS05220	954		old_locus_tag=FCL38_05220
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1270853	1271806	-	WP_137312778.1	WP_137312778.1		tyrosine-type recombinase/integrase			FCL38_RS05220	954	317	
gene	tRNA	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1272169	1272243	-							FCL38_RS05225	75		old_locus_tag=FCL38_05225
tRNA		GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1272169	1272243	-				tRNA-Val			FCL38_RS05225	75		anticodon=CAC
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1272311	1273009	-					dnaQ		FCL38_RS05230	699		old_locus_tag=FCL38_05230
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1272311	1273009	-	WP_137312779.1	WP_137312779.1		DNA polymerase III subunit epsilon	dnaQ		FCL38_RS05230	699	232	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1273115	1273555	-					rnhA		FCL38_RS05235	441		old_locus_tag=FCL38_05235
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1273115	1273555	-	WP_137312780.1	WP_137312780.1		ribonuclease HI	rnhA		FCL38_RS05235	441	146	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1273548	1274318	-							FCL38_RS05240	771		old_locus_tag=FCL38_05240
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1273548	1274318	-	WP_137312781.1	WP_137312781.1		class I SAM-dependent methyltransferase			FCL38_RS05240	771	256	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1274483	1275301	+					gloB		FCL38_RS05245	819		old_locus_tag=FCL38_05245
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1274483	1275301	+	WP_229422530.1	WP_229422530.1		hydroxyacylglutathione hydrolase	gloB		FCL38_RS05245	819	272	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1275313	1275960	+							FCL38_RS05250	648		old_locus_tag=FCL38_05250
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1275313	1275960	+	WP_175424722.1	WP_175424722.1		2-hydroxychromene-2-carboxylate isomerase			FCL38_RS05250	648	215	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1276069	1277658	-					aceB		FCL38_RS05255	1590		old_locus_tag=FCL38_05255
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1276069	1277658	-	WP_137312783.1	WP_137312783.1		malate synthase A	aceB		FCL38_RS05255	1590	529	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1277774	1278682	+							FCL38_RS05260	909		old_locus_tag=FCL38_05260
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1277774	1278682	+	WP_137312784.1	WP_137312784.1		LysR family transcriptional regulator			FCL38_RS05260	909	302	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1279031	1279234	-							FCL38_RS05265	204		old_locus_tag=FCL38_05265
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1279031	1279234	-	WP_137312785.1	WP_137312785.1		cold-shock protein			FCL38_RS05265	204	67	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1279815	1280168	-							FCL38_RS05270	354		old_locus_tag=FCL38_05270
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1279815	1280168	-	WP_217496903.1	WP_217496903.1		Hpt domain-containing protein			FCL38_RS05270	354	117	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1280186	1280836	-					upp		FCL38_RS05275	651		old_locus_tag=FCL38_05275
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1280186	1280836	-	WP_137312786.1	WP_137312786.1		uracil phosphoribosyltransferase	upp		FCL38_RS05275	651	216	
gene	pseudogene	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1281008	1281183	-							FCL38_RS31850	176		partial;pseudo
CDS	without_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1281008	1281183	-				DNA alkylation response protein			FCL38_RS31850	176		partial;pseudo
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1281516	1283246	+							FCL38_RS05285	1731		old_locus_tag=FCL38_05285
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1281516	1283246	+	WP_137312788.1	WP_137312788.1		EAL domain-containing protein			FCL38_RS05285	1731	576	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1283243	1284766	+							FCL38_RS05290	1524		old_locus_tag=FCL38_05290
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1283243	1284766	+	WP_229422531.1	WP_229422531.1		HDOD domain-containing protein			FCL38_RS05290	1524	507	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1284870	1285973	-					aroC		FCL38_RS05295	1104		old_locus_tag=FCL38_05295
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1284870	1285973	-	WP_137312789.1	WP_137312789.1		chorismate synthase	aroC		FCL38_RS05295	1104	367	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1286180	1288414	+							FCL38_RS05300	2235		old_locus_tag=FCL38_05300
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1286180	1288414	+	WP_175424723.1	WP_175424723.1		EAL domain-containing protein			FCL38_RS05300	2235	744	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1288585	1289040	-							FCL38_RS05305	456		old_locus_tag=FCL38_05305
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1288585	1289040	-	WP_137312790.1	WP_137312790.1		CBS domain-containing protein			FCL38_RS05305	456	151	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1289161	1290519	-							FCL38_RS05310	1359		old_locus_tag=FCL38_05310
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1289161	1290519	-	WP_229422532.1	WP_229422532.1		YihY family inner membrane protein			FCL38_RS05310	1359	452	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1290601	1291209	+					wrbA		FCL38_RS05315	609		old_locus_tag=FCL38_05315
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1290601	1291209	+	WP_137312791.1	WP_137312791.1		NAD(P)H:quinone oxidoreductase	wrbA		FCL38_RS05315	609	202	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1291209	1291616	+							FCL38_RS05320	408		old_locus_tag=FCL38_05320
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1291209	1291616	+	WP_137312792.1	WP_137312792.1		DUF2069 domain-containing protein			FCL38_RS05320	408	135	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1291646	1293052	+							FCL38_RS05325	1407		old_locus_tag=FCL38_05325
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1291646	1293052	+	WP_137312793.1	WP_137312793.1		FAD-binding oxidoreductase			FCL38_RS05325	1407	468	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1293049	1293486	+							FCL38_RS05330	438		old_locus_tag=FCL38_05330
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1293049	1293486	+	WP_137312794.1	WP_137312794.1		DUF4124 domain-containing protein			FCL38_RS05330	438	145	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1293516	1296071	+							FCL38_RS05335	2556		old_locus_tag=FCL38_05335
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1293516	1296071	+	WP_137312795.1	WP_137312795.1		FtsX-like permease family protein			FCL38_RS05335	2556	851	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1296068	1297159	+							FCL38_RS05340	1092		old_locus_tag=FCL38_05340
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1296068	1297159	+	WP_137312796.1	WP_137312796.1		carotenoid 1,2-hydratase			FCL38_RS05340	1092	363	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1297176	1299023	+							FCL38_RS05345	1848		old_locus_tag=FCL38_05345
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1297176	1299023	+	WP_137312797.1	WP_137312797.1		ATP-binding cassette domain-containing protein			FCL38_RS05345	1848	615	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1299016	1300146	+							FCL38_RS05350	1131		old_locus_tag=FCL38_05350
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1299016	1300146	+	WP_137312798.1	WP_137312798.1		threonine aldolase			FCL38_RS05350	1131	376	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1300143	1301660	+							FCL38_RS05355	1518		old_locus_tag=FCL38_05355
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1300143	1301660	+	WP_137312799.1	WP_137312799.1		DEAD/DEAH box helicase			FCL38_RS05355	1518	505	
gene	pseudogene	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1301692	1302276	+							FCL38_RS05360	585		partial;pseudo;old_locus_tag=FCL38_05360
CDS	without_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1301692	1302276	+				thymidylate synthase			FCL38_RS05360	585		partial;pseudo
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1302494	1303465	+							FCL38_RS05365	972		old_locus_tag=FCL38_05365
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1302494	1303465	+	WP_137312800.1	WP_137312800.1		thymidylate synthase			FCL38_RS05365	972	323	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1303964	1304191	-							FCL38_RS05370	228		old_locus_tag=FCL38_05370
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1303964	1304191	-	WP_137312801.1	WP_137312801.1		hypothetical protein			FCL38_RS05370	228	75	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1304867	1306024	-							FCL38_RS05375	1158		old_locus_tag=FCL38_05375
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1304867	1306024	-	WP_137312802.1	WP_137312802.1		site-specific integrase			FCL38_RS05375	1158	385	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1306029	1306538	-							FCL38_RS05380	510		old_locus_tag=FCL38_05380
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1306029	1306538	-	WP_137312803.1	WP_137312803.1		hypothetical protein			FCL38_RS05380	510	169	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1306543	1308498	-							FCL38_RS05385	1956		old_locus_tag=FCL38_05385
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1306543	1308498	-	WP_137312804.1	WP_137312804.1		hypothetical protein			FCL38_RS05385	1956	651	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1308567	1309577	-							FCL38_RS05390	1011		old_locus_tag=FCL38_05390
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1308567	1309577	-	WP_137312805.1	WP_137312805.1		hypothetical protein			FCL38_RS05390	1011	336	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1309574	1310461	-							FCL38_RS05395	888		old_locus_tag=FCL38_05395
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1309574	1310461	-	WP_137312806.1	WP_137312806.1		hypothetical protein			FCL38_RS05395	888	295	
gene	pseudogene	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1311226	1312395	+							FCL38_RS05400	1170		partial;pseudo;old_locus_tag=FCL38_05400
CDS	without_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1311226	1312395	+				IS3 family transposase			FCL38_RS05400	1170		partial;pseudo
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1312740	1313735	-							FCL38_RS05405	996		old_locus_tag=FCL38_05405
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1312740	1313735	-	WP_175424724.1	WP_175424724.1		DNA-binding protein			FCL38_RS05405	996	331	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1313962	1315545	+							FCL38_RS31650	1584		
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1313962	1315545	+	WP_217496904.1	WP_217496904.1		SEC-C domain-containing protein			FCL38_RS31650	1584	527	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1315538	1316479	+							FCL38_RS05415	942		old_locus_tag=FCL38_05415
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1315538	1316479	+	WP_137312808.1	WP_137312808.1		site-specific integrase			FCL38_RS05415	942	313	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1317452	1317766	+							FCL38_RS05420	315		old_locus_tag=FCL38_05420
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1317452	1317766	+	WP_137312809.1	WP_137312809.1		hypothetical protein			FCL38_RS05420	315	104	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1317899	1318915	+							FCL38_RS05425	1017		old_locus_tag=FCL38_05425
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1317899	1318915	+	WP_137312810.1	WP_137312810.1		IS30 family transposase			FCL38_RS05425	1017	338	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1319555	1320118	-							FCL38_RS31855	564		
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1319555	1320118	-	WP_229422533.1	WP_229422533.1		MbcA/ParS/Xre antitoxin family protein			FCL38_RS31855	564	187	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1320213	1320755	-							FCL38_RS05440	543		old_locus_tag=FCL38_05440
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1320213	1320755	-	WP_229422760.1	WP_229422760.1		transposase			FCL38_RS05440	543	180	
gene	pseudogene	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1320823	1321472	+							FCL38_RS05445	650		partial;pseudo;old_locus_tag=FCL38_05445
CDS	without_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1320823	1321472	+				transposase			FCL38_RS05445	650		partial;pseudo
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1321665	1322354	+							FCL38_RS05450	690		old_locus_tag=FCL38_05450
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1321665	1322354	+	WP_137312811.1	WP_137312811.1		response regulator transcription factor			FCL38_RS05450	690	229	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1322351	1323727	+							FCL38_RS05455	1377		old_locus_tag=FCL38_05455
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1322351	1323727	+	WP_137312812.1	WP_137312812.1		sensor histidine kinase N-terminal domain-containing protein			FCL38_RS05455	1377	458	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1323715	1324521	-							FCL38_RS05460	807		old_locus_tag=FCL38_05460
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1323715	1324521	-	WP_137312813.1	WP_137312813.1		MipA/OmpV family protein			FCL38_RS05460	807	268	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1324556	1327630	-							FCL38_RS05465	3075		old_locus_tag=FCL38_05465
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1324556	1327630	-	WP_137312814.1	WP_137312814.1		efflux RND transporter permease subunit			FCL38_RS05465	3075	1024	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1327635	1328846	-							FCL38_RS05470	1212		old_locus_tag=FCL38_05470
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1327635	1328846	-	WP_137312815.1	WP_137312815.1		efflux RND transporter periplasmic adaptor subunit			FCL38_RS05470	1212	403	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1328843	1330324	-							FCL38_RS05475	1482		old_locus_tag=FCL38_05475
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1328843	1330324	-	WP_137312816.1	WP_137312816.1		efflux transporter outer membrane subunit			FCL38_RS05475	1482	493	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1331700	1333988	-							FCL38_RS05480	2289		old_locus_tag=FCL38_05480
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1331700	1333988	-	WP_175424725.1	WP_175424725.1		PAS domain-containing protein			FCL38_RS05480	2289	762	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1334263	1334814	-							FCL38_RS05485	552		old_locus_tag=FCL38_05485
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1334263	1334814	-	WP_137312818.1	WP_137312818.1		glutathione peroxidase			FCL38_RS05485	552	183	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1335021	1336421	+							FCL38_RS05490	1401		old_locus_tag=FCL38_05490
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1335021	1336421	+	WP_137312819.1	WP_137312819.1		aromatic ring-hydroxylating dioxygenase subunit alpha			FCL38_RS05490	1401	466	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1336463	1337032	+							FCL38_RS05495	570		old_locus_tag=FCL38_05495
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1336463	1337032	+	WP_137312820.1	WP_137312820.1		3-phenylpropionate/cinnamic acid dioxygenase subunit beta			FCL38_RS05495	570	189	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1337196	1339466	-							FCL38_RS05500	2271		old_locus_tag=FCL38_05500
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1337196	1339466	-	WP_137312821.1	WP_137312821.1		DUF6351 family protein			FCL38_RS05500	2271	756	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1340532	1341698	-							FCL38_RS05505	1167		old_locus_tag=FCL38_05505
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1340532	1341698	-	WP_229422534.1	WP_229422534.1		multidrug effflux MFS transporter			FCL38_RS05505	1167	388	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1341698	1342732	-							FCL38_RS05510	1035		old_locus_tag=FCL38_05510
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1341698	1342732	-	WP_137312822.1	WP_137312822.1		oxygenase			FCL38_RS05510	1035	344	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1342719	1343666	-							FCL38_RS05515	948		old_locus_tag=FCL38_05515
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1342719	1343666	-	WP_137312823.1	WP_137312823.1		Rieske (2Fe-2S) protein			FCL38_RS05515	948	315	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1343692	1344618	-							FCL38_RS05520	927		old_locus_tag=FCL38_05520
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1343692	1344618	-	WP_137312824.1	WP_137312824.1		zinc-binding dehydrogenase			FCL38_RS05520	927	308	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1344618	1345460	-							FCL38_RS05525	843		old_locus_tag=FCL38_05525
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1344618	1345460	-	WP_221403767.1	WP_221403767.1		SDR family oxidoreductase			FCL38_RS05525	843	280	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1345488	1346348	-							FCL38_RS05530	861		old_locus_tag=FCL38_05530
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1345488	1346348	-	WP_229422535.1	WP_229422535.1		enoyl-CoA hydratase-related protein			FCL38_RS05530	861	286	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1346351	1347316	-							FCL38_RS05535	966		old_locus_tag=FCL38_05535
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1346351	1347316	-	WP_137312825.1	WP_137312825.1		lactoylglutathione lyase			FCL38_RS05535	966	321	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1347309	1349765	-							FCL38_RS05540	2457		old_locus_tag=FCL38_05540
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1347309	1349765	-	WP_137312826.1	WP_137312826.1		MMPL family transporter			FCL38_RS05540	2457	818	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1349767	1350912	-							FCL38_RS05545	1146		old_locus_tag=FCL38_05545
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1349767	1350912	-	WP_137312827.1	WP_137312827.1		hypothetical protein			FCL38_RS05545	1146	381	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1351011	1352366	-							FCL38_RS05550	1356		old_locus_tag=FCL38_05550
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1351011	1352366	-	WP_137312828.1	WP_137312828.1		DUF1329 domain-containing protein			FCL38_RS05550	1356	451	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1352391	1354094	-							FCL38_RS05555	1704		old_locus_tag=FCL38_05555
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1352391	1354094	-	WP_137312829.1	WP_137312829.1		DUF1302 family protein			FCL38_RS05555	1704	567	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1354313	1355164	-							FCL38_RS05560	852		old_locus_tag=FCL38_05560
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1354313	1355164	-	WP_137312830.1	WP_137312830.1		SDR family oxidoreductase			FCL38_RS05560	852	283	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1355181	1356353	-							FCL38_RS05565	1173		old_locus_tag=FCL38_05565
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1355181	1356353	-	WP_137312831.1	WP_137312831.1		thiolase family protein			FCL38_RS05565	1173	390	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1356350	1357255	-							FCL38_RS05570	906		old_locus_tag=FCL38_05570
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1356350	1357255	-	WP_137312832.1	WP_137312832.1		3-hydroxyacyl-CoA dehydrogenase			FCL38_RS05570	906	301	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1357269	1358141	-							FCL38_RS05575	873		old_locus_tag=FCL38_05575
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1357269	1358141	-	WP_137312833.1	WP_137312833.1		fumarylacetoacetate hydrolase family protein			FCL38_RS05575	873	290	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1358138	1359232	-							FCL38_RS05580	1095		old_locus_tag=FCL38_05580
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1358138	1359232	-	WP_137312834.1	WP_137312834.1		amidohydrolase			FCL38_RS05580	1095	364	
gene	protein_coding	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1359420	1360043	-							FCL38_RS05585	624		old_locus_tag=FCL38_05585
CDS	with_protein	GCF_005280315.1	Primary Assembly	chromosome		NZ_CP040017.1	1359420	1360043	-	WP_137312835.1	WP_137312835.1		TetR/AcrR family transcriptional regulator			FCL38_RS05585	624	207	
