# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1531458	1532342	-	WP_229418633.1	WP_229418633.1		DNA repair protein RecO	recO		GO485_RS06000	885	294	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1532493	1533395	-					era		GO485_RS06005	903		old_locus_tag=GO485_05995
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1532493	1533395	-	WP_145873448.1	WP_145873448.1		GTPase Era	era		GO485_RS06005	903	300	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1533408	1534139	-					rnc		GO485_RS06010	732		old_locus_tag=GO485_06000
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1533408	1534139	-	WP_229418632.1	WP_229418632.1		ribonuclease III	rnc		GO485_RS06010	732	243	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1534204	1534587	-							GO485_RS06015	384		old_locus_tag=GO485_06005
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1534204	1534587	-	WP_145873446.1	WP_145873446.1		DUF4845 domain-containing protein			GO485_RS06015	384	127	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1534602	1535522	-					lepB		GO485_RS06020	921		old_locus_tag=GO485_06010
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1534602	1535522	-	WP_145873445.1	WP_145873445.1		signal peptidase I	lepB		GO485_RS06020	921	306	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1535519	1537312	-					lepA		GO485_RS06025	1794		old_locus_tag=GO485_06015
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1535519	1537312	-	WP_145873444.1	WP_145873444.1		translation elongation factor 4	lepA		GO485_RS06025	1794	597	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1537470	1537718	-							GO485_RS06030	249		old_locus_tag=GO485_06020
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1537470	1537718	-	WP_145873443.1	WP_145873443.1		glutaredoxin family protein			GO485_RS06030	249	82	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1537729	1539189	-							GO485_RS06035	1461		old_locus_tag=GO485_06025
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1537729	1539189	-	WP_229418684.1	WP_229418684.1		Do family serine endopeptidase			GO485_RS06035	1461	486	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1539437	1539751	-							GO485_RS06040	315		old_locus_tag=GO485_06030
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1539437	1539751	-	WP_145873441.1	WP_145873441.1		sigma-E factor negative regulatory protein			GO485_RS06040	315	104	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1539818	1540420	-					rpoE		GO485_RS06045	603		old_locus_tag=GO485_06035
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1539818	1540420	-	WP_145873440.1	WP_145873440.1		RNA polymerase sigma factor RpoE	rpoE		GO485_RS06045	603	200	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1540619	1541107	-							GO485_RS06050	489		old_locus_tag=GO485_06040
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1540619	1541107	-	WP_145873439.1	WP_145873439.1		hypothetical protein			GO485_RS06050	489	162	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1541426	1542670	-					fabF		GO485_RS06055	1245		old_locus_tag=GO485_06045
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1541426	1542670	-	WP_145873438.1	WP_145873438.1		beta-ketoacyl-ACP synthase II	fabF		GO485_RS06055	1245	414	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1542713	1542952	-					acpP		GO485_RS06060	240		old_locus_tag=GO485_06050
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1542713	1542952	-	WP_028104092.1	WP_028104092.1		acyl carrier protein	acpP		GO485_RS06060	240	79	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1543137	1543883	-					fabG		GO485_RS06065	747		old_locus_tag=GO485_06055
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1543137	1543883	-	WP_145873437.1	WP_145873437.1		3-oxoacyl-ACP reductase FabG	fabG		GO485_RS06065	747	248	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1543915	1544856	-					fabD		GO485_RS06070	942		old_locus_tag=GO485_06060
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1543915	1544856	-	WP_145873436.1	WP_145873436.1		ACP S-malonyltransferase	fabD		GO485_RS06070	942	313	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1545025	1546005	-							GO485_RS06075	981		old_locus_tag=GO485_06065
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1545025	1546005	-	WP_199271966.1	WP_199271966.1		ketoacyl-ACP synthase III			GO485_RS06075	981	326	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1546018	1547061	-					plsX		GO485_RS06080	1044		old_locus_tag=GO485_06070
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1546018	1547061	-	WP_145873434.1	WP_145873434.1		phosphate acyltransferase PlsX	plsX		GO485_RS06080	1044	347	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1547218	1547400	-					rpmF		GO485_RS06085	183		old_locus_tag=GO485_06075
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1547218	1547400	-	WP_005666806.1	WP_005666806.1		50S ribosomal protein L32	rpmF		GO485_RS06085	183	60	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1547632	1548126	-							GO485_RS06090	495		old_locus_tag=GO485_06080
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1547632	1548126	-	WP_145873433.1	WP_145873433.1		YceD family protein			GO485_RS06090	495	164	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1548289	1548891	+							GO485_RS06095	603		old_locus_tag=GO485_06085
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1548289	1548891	+	WP_145873432.1	WP_145873432.1		Maf-like protein			GO485_RS06095	603	200	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1548894	1549631	+							GO485_RS06100	738		old_locus_tag=GO485_06090
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1548894	1549631	+	WP_145873431.1	WP_145873431.1		SAM-dependent methyltransferase			GO485_RS06100	738	245	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1549831	1551096	-							GO485_RS06105	1266		old_locus_tag=GO485_06095
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1549831	1551096	-	WP_145873430.1	WP_145873430.1		EAL domain-containing protein			GO485_RS06105	1266	421	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1551162	1552094	-					rlmJ		GO485_RS06110	933		old_locus_tag=GO485_06100
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1551162	1552094	-	WP_145873429.1	WP_145873429.1		23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	rlmJ		GO485_RS06110	933	310	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552249	1552506	+							GO485_RS06115	258		old_locus_tag=GO485_06105
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552249	1552506	+	WP_145873428.1	WP_145873428.1		hypothetical protein			GO485_RS06115	258	85	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552503	1552718	+							GO485_RS06120	216		old_locus_tag=GO485_06110
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552503	1552718	+	WP_145873427.1	WP_145873427.1		hypothetical protein			GO485_RS06120	216	71	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552791	1554086	-					aceA		GO485_RS06125	1296		old_locus_tag=GO485_06115
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1552791	1554086	-	WP_145873426.1	WP_145873426.1		isocitrate lyase	aceA		GO485_RS06125	1296	431	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1554428	1554808	-							GO485_RS06130	381		old_locus_tag=GO485_06120
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1554428	1554808	-	WP_145873425.1	WP_145873425.1		MerR family transcriptional regulator			GO485_RS06130	381	126	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1554897	1555823	+							GO485_RS06135	927		old_locus_tag=GO485_06125
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1554897	1555823	+	WP_145873424.1	WP_145873424.1		alpha/beta hydrolase			GO485_RS06135	927	308	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1555798	1556316	-					rraA		GO485_RS06140	519		old_locus_tag=GO485_06130
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1555798	1556316	-	WP_145873423.1	WP_145873423.1		ribonuclease E activity regulator RraA	rraA		GO485_RS06140	519	172	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1556349	1557581	-							GO485_RS06145	1233		old_locus_tag=GO485_06135
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1556349	1557581	-	WP_145873422.1	WP_145873422.1		MFS transporter			GO485_RS06145	1233	410	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1557682	1558473	+							GO485_RS06150	792		old_locus_tag=GO485_06140
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1557682	1558473	+	WP_145873421.1	WP_145873421.1		helix-turn-helix transcriptional regulator			GO485_RS06150	792	263	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1558479	1559645	+							GO485_RS06155	1167		old_locus_tag=GO485_06145
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1558479	1559645	+	WP_145873420.1	WP_145873420.1		AraC family transcriptional regulator			GO485_RS06155	1167	388	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1559924	1561486	+							GO485_RS06160	1563		old_locus_tag=GO485_06150
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1559924	1561486	+	WP_145873419.1	WP_145873419.1		glycoside hydrolase			GO485_RS06160	1563	520	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1561483	1563108	+							GO485_RS06165	1626		old_locus_tag=GO485_06155
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1561483	1563108	+	WP_145873418.1	WP_145873418.1		family 43 glycosylhydrolase			GO485_RS06165	1626	541	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1563518	1565038	+							GO485_RS06170	1521		old_locus_tag=GO485_06160
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1563518	1565038	+	WP_145873417.1	WP_145873417.1		hypothetical protein			GO485_RS06170	1521	506	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1565051	1565365	-							GO485_RS06175	315		old_locus_tag=GO485_06165
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1565051	1565365	-	WP_145873416.1	WP_145873416.1		carboxypeptidase-like regulatory domain-containing protein			GO485_RS06175	315	104	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1565482	1566846	-							GO485_RS06180	1365		old_locus_tag=GO485_06170
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1565482	1566846	-	WP_145873415.1	WP_145873415.1		winged helix-turn-helix domain-containing protein			GO485_RS06180	1365	454	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1566963	1568036	+							GO485_RS06185	1074		old_locus_tag=GO485_06175
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1566963	1568036	+	WP_145873414.1	WP_145873414.1		hypothetical protein			GO485_RS06185	1074	357	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1568033	1568398	+							GO485_RS06190	366		old_locus_tag=GO485_06180
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1568033	1568398	+	WP_145873413.1	WP_145873413.1		hypothetical protein			GO485_RS06190	366	121	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1568508	1571360	+							GO485_RS06195	2853		old_locus_tag=GO485_06185
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1568508	1571360	+	WP_158206694.1	WP_158206694.1		winged helix-turn-helix domain-containing protein			GO485_RS06195	2853	950	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1571350	1573959	-					clpB		GO485_RS06200	2610		old_locus_tag=GO485_06190
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1571350	1573959	-	WP_145873411.1	WP_145873411.1		ATP-dependent chaperone ClpB	clpB		GO485_RS06200	2610	869	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1574081	1574533	-					moaE		GO485_RS06205	453		old_locus_tag=GO485_06195
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1574081	1574533	-	WP_145873410.1	WP_145873410.1		molybdopterin synthase catalytic subunit MoaE	moaE		GO485_RS06205	453	150	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1574530	1577151	-							GO485_RS06210	2622		old_locus_tag=GO485_06200
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1574530	1577151	-	WP_145873409.1	WP_145873409.1		DUF349 domain-containing protein			GO485_RS06210	2622	873	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1577241	1577900	-							GO485_RS06215	660		old_locus_tag=GO485_06205
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1577241	1577900	-	WP_145873408.1	WP_145873408.1		hypothetical protein			GO485_RS06215	660	219	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1577999	1580374	-							GO485_RS06220	2376		old_locus_tag=GO485_06210
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1577999	1580374	-	WP_145873407.1	WP_145873407.1		GNAT family N-acetyltransferase			GO485_RS06220	2376	791	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1580394	1581386	-							GO485_RS06225	993		old_locus_tag=GO485_06215
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1580394	1581386	-	WP_145873406.1	WP_145873406.1		DUF2804 domain-containing protein			GO485_RS06225	993	330	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1581383	1582651	-							GO485_RS06230	1269		old_locus_tag=GO485_06220
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1581383	1582651	-	WP_145873405.1	WP_145873405.1		winged helix DNA-binding domain-containing protein			GO485_RS06230	1269	422	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1582820	1584052	+							GO485_RS06235	1233		old_locus_tag=GO485_06225
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1582820	1584052	+	WP_145873404.1	WP_145873404.1		exonuclease SbcCD subunit D C-terminal domain-containing protein			GO485_RS06235	1233	410	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1584049	1587807	+							GO485_RS06240	3759		old_locus_tag=GO485_06230
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1584049	1587807	+	WP_145873403.1	WP_145873403.1		AAA family ATPase			GO485_RS06240	3759	1252	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1587845	1588054	+							GO485_RS06245	210		old_locus_tag=GO485_06235
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1587845	1588054	+	WP_131144849.1	WP_131144849.1		hypothetical protein			GO485_RS06245	210	69	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1588135	1589076	+							GO485_RS06250	942		old_locus_tag=GO485_06240
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1588135	1589076	+	WP_145873402.1	WP_145873402.1		hypothetical protein			GO485_RS06250	942	313	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1589184	1590332	+							GO485_RS06255	1149		old_locus_tag=GO485_06245
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1589184	1590332	+	WP_145873401.1	WP_145873401.1		class I SAM-dependent methyltransferase			GO485_RS06255	1149	382	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1590329	1590661	-							GO485_RS06260	333		old_locus_tag=GO485_06250
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1590329	1590661	-	WP_145873400.1	WP_145873400.1		GIY-YIG nuclease family protein			GO485_RS06260	333	110	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1590658	1591218	-							GO485_RS06265	561		old_locus_tag=GO485_06255
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1590658	1591218	-	WP_145873399.1	WP_145873399.1		DUF2239 family protein			GO485_RS06265	561	186	
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1591351	1591427	+							GO485_RS06270	77		old_locus_tag=GO485_06260
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1591351	1591427	+				tRNA-Met			GO485_RS06270	77		anticodon=CAT
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1591545	1593197	+							GO485_RS06275	1653		old_locus_tag=GO485_06265
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1591545	1593197	+	WP_229418631.1	WP_229418631.1		acid phosphatase			GO485_RS06275	1653	550	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1593268	1593555	-							GO485_RS06280	288		old_locus_tag=GO485_06270
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1593268	1593555	-	WP_145873397.1	WP_145873397.1		hypothetical protein			GO485_RS06280	288	95	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1593564	1594058	-							GO485_RS06285	495		old_locus_tag=GO485_06275
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1593564	1594058	-	WP_145873396.1	WP_145873396.1		hypothetical protein			GO485_RS06285	495	164	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594140	1594418	-							GO485_RS06290	279		old_locus_tag=GO485_06280
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594140	1594418	-	WP_229418630.1	WP_229418630.1		phage late control D family protein			GO485_RS06290	279	92	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594603	1594824	+							GO485_RS06295	222		old_locus_tag=GO485_06285
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594603	1594824	+	WP_145873394.1	WP_145873394.1		hypothetical protein			GO485_RS06295	222	73	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594989	1596407	+					dbpA		GO485_RS06300	1419		old_locus_tag=GO485_06290
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1594989	1596407	+	WP_145873393.1	WP_145873393.1		ATP-dependent RNA helicase DbpA	dbpA		GO485_RS06300	1419	472	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1596747	1598336	-							GO485_RS06305	1590		old_locus_tag=GO485_06295
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1596747	1598336	-	WP_145873392.1	WP_145873392.1		amidase			GO485_RS06305	1590	529	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1598652	1599227	-							GO485_RS06310	576		old_locus_tag=GO485_06300
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1598652	1599227	-	WP_145873391.1	WP_145873391.1		elongation factor P			GO485_RS06310	576	191	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1599295	1600446	-					earP		GO485_RS06315	1152		old_locus_tag=GO485_06305
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1599295	1600446	-	WP_145874033.1	WP_145874033.1		elongation factor P maturation arginine rhamnosyltransferase EarP	earP		GO485_RS06315	1152	383	
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1600498	1600573	-							GO485_RS06320	76		old_locus_tag=GO485_06310
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1600498	1600573	-				tRNA-Glu			GO485_RS06320	76		anticodon=TTC
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1600813	1601679	+							GO485_RS06325	867		old_locus_tag=GO485_06315
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1600813	1601679	+	WP_145873390.1	WP_145873390.1		NAD(P)H-binding protein			GO485_RS06325	867	288	
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1601807	1601882	-							GO485_RS06330	76		old_locus_tag=GO485_06320
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1601807	1601882	-				tRNA-Glu			GO485_RS06330	76		anticodon=TTC
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1601959	1602327	-							GO485_RS06335	369		old_locus_tag=GO485_06325
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1601959	1602327	-	WP_145873389.1	WP_145873389.1		cytochrome C oxidase subunit IV family protein			GO485_RS06335	369	122	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1602334	1602906	-							GO485_RS06340	573		old_locus_tag=GO485_06330
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1602334	1602906	-	WP_229418683.1	WP_229418683.1		heme-copper oxidase subunit III family protein			GO485_RS06340	573	190	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1603059	1603808	-							GO485_RS06345	750		old_locus_tag=GO485_06335
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1603059	1603808	-	WP_145873387.1	WP_145873387.1		bb3-type cytochrome oxidase subunit III			GO485_RS06345	750	249	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1603805	1605685	-					ctaD		GO485_RS06350	1881		old_locus_tag=GO485_06340
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1603805	1605685	-	WP_145873386.1	WP_145873386.1		cytochrome c oxidase subunit I	ctaD		GO485_RS06350	1881	626	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1605796	1607130	-							GO485_RS30300	1335		old_locus_tag=GO485_06345
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1605796	1607130	-	WP_229418682.1	WP_229418682.1		cytochrome c oxidase subunit II			GO485_RS30300	1335	444	
gene	protein_coding	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607144	1607671	-							GO485_RS06360	528		old_locus_tag=GO485_06350
CDS	with_protein	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607144	1607671	-	WP_145873384.1	WP_145873384.1		hypothetical protein			GO485_RS06360	528	175	
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607840	1607915	-							GO485_RS06365	76		old_locus_tag=GO485_06355
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607840	1607915	-				tRNA-Glu			GO485_RS06365	76		anticodon=TTC
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607940	1608015	-							GO485_RS06370	76		old_locus_tag=GO485_06360
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1607940	1608015	-				tRNA-Ala			GO485_RS06370	76		anticodon=GGC
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608069	1608144	-							GO485_RS06375	76		old_locus_tag=GO485_06365
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608069	1608144	-				tRNA-Glu			GO485_RS06375	76		anticodon=TTC
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608179	1608254	-							GO485_RS06380	76		old_locus_tag=GO485_06370
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608179	1608254	-				tRNA-Ala			GO485_RS06380	76		anticodon=GGC
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608335	1608410	-							GO485_RS06385	76		old_locus_tag=GO485_06375
tRNA		GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608335	1608410	-				tRNA-Glu			GO485_RS06385	76		anticodon=TTC
gene	tRNA	GCF_009789595.1	Primary Assembly	chromosome		NZ_CP046904.1	1608446	1608521	-							GO485_RS06390	76		old_locus_tag=GO485_06380
