# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	638354	639391	+							CR152_RS02990	1038		old_locus_tag=CR152_02990
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	638354	639391	+	WP_099873611.1	WP_099873611.1		SRPBCC family protein			CR152_RS02990	1038	345	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	639388	640563	+							CR152_RS02995	1176		old_locus_tag=CR152_02995
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	639388	640563	+	WP_099873612.1	WP_099873612.1		glutathione-dependent formaldehyde dehydrogenase			CR152_RS02995	1176	391	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	640757	641212	+							CR152_RS03000	456		old_locus_tag=CR152_03000
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	640757	641212	+	WP_099873613.1	WP_099873613.1		hypothetical protein			CR152_RS03000	456	151	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	641202	641450	-							CR152_RS32655	249		
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	641202	641450	-	WP_157778305.1	WP_157778305.1		hypothetical protein			CR152_RS32655	249	82	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	641842	643866	+							CR152_RS03005	2025		old_locus_tag=CR152_03005
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	641842	643866	+	WP_208640059.1	WP_208640059.1		glycoside hydrolase family 9 protein			CR152_RS03005	2025	674	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	644000	644491	-							CR152_RS03010	492		old_locus_tag=CR152_03010
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	644000	644491	-	WP_099873614.1	WP_099873614.1		hypothetical protein			CR152_RS03010	492	163	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	644717	645028	-							CR152_RS03015	312		old_locus_tag=CR152_03015
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	644717	645028	-	WP_099873615.1	WP_099873615.1		hypothetical protein			CR152_RS03015	312	103	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	645148	645417	+							CR152_RS03020	270		old_locus_tag=CR152_03020
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	645148	645417	+	WP_099873616.1	WP_099873616.1		MoaD/ThiS family protein			CR152_RS03020	270	89	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	645420	646508	+							CR152_RS03025	1089		old_locus_tag=CR152_03025
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	645420	646508	+	WP_099873617.1	WP_099873617.1		sialidase			CR152_RS03025	1089	362	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	646487	647110	-							CR152_RS03030	624		old_locus_tag=CR152_03030
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	646487	647110	-	WP_099873618.1	WP_099873618.1		TetR/AcrR family transcriptional regulator			CR152_RS03030	624	207	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	647241	648278	+							CR152_RS03035	1038		old_locus_tag=CR152_03035
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	647241	648278	+	WP_229413266.1	WP_229413266.1		MBL fold metallo-hydrolase			CR152_RS03035	1038	345	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	648603	648956	+							CR152_RS03040	354		old_locus_tag=CR152_03040
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	648603	648956	+	WP_099873619.1	WP_099873619.1		energy transducer TonB			CR152_RS03040	354	117	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	649022	651478	-							CR152_RS03045	2457		old_locus_tag=CR152_03045
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	649022	651478	-	WP_099873620.1	WP_099873620.1		TonB-dependent receptor			CR152_RS03045	2457	818	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	651770	652813	+							CR152_RS03050	1044		old_locus_tag=CR152_03050
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	651770	652813	+	WP_099873621.1	WP_099873621.1		LacI family DNA-binding transcriptional regulator			CR152_RS03050	1044	347	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	653061	655406	+							CR152_RS03055	2346		old_locus_tag=CR152_03055
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	653061	655406	+	WP_229413267.1	WP_229413267.1		glycoside hydrolase family 65 protein			CR152_RS03055	2346	781	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	655403	656047	+					pgmB		CR152_RS03060	645		old_locus_tag=CR152_03060
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	655403	656047	+	WP_099873622.1	WP_099873622.1		beta-phosphoglucomutase	pgmB		CR152_RS03060	645	214	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	656116	657327	+							CR152_RS03065	1212		old_locus_tag=CR152_03065
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	656116	657327	+	WP_229413268.1	WP_229413268.1		MFS transporter			CR152_RS03065	1212	403	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	657379	658389	+							CR152_RS03070	1011		old_locus_tag=CR152_03070
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	657379	658389	+	WP_099873624.1	WP_099873624.1		substrate-binding domain-containing protein			CR152_RS03070	1011	336	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	658638	659981	+							CR152_RS03075	1344		old_locus_tag=CR152_03075
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	658638	659981	+	WP_099873625.1	WP_099873625.1		reverse transcriptase family protein			CR152_RS03075	1344	447	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	660059	660589	+							CR152_RS03080	531		old_locus_tag=CR152_03080
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	660059	660589	+	WP_099873626.1	WP_099873626.1		hypothetical protein			CR152_RS03080	531	176	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	660627	661178	+							CR152_RS03085	552		old_locus_tag=CR152_03085
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	660627	661178	+	WP_157778306.1	WP_157778306.1		hypothetical protein			CR152_RS03085	552	183	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	661196	661639	+							CR152_RS03090	444		old_locus_tag=CR152_03090
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	661196	661639	+	WP_099873628.1	WP_099873628.1		ATP-binding protein			CR152_RS03090	444	147	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	661653	662384	+							CR152_RS03095	732		old_locus_tag=CR152_03095
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	661653	662384	+	WP_208640060.1	WP_208640060.1		hypothetical protein			CR152_RS03095	732	243	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	662426	665725	-							CR152_RS03100	3300		old_locus_tag=CR152_03100
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	662426	665725	-	WP_099873630.1	WP_099873630.1		methylmalonyl-CoA mutase family protein			CR152_RS03100	3300	1099	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	665963	669526	-							CR152_RS03105	3564		old_locus_tag=CR152_03105
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	665963	669526	-	WP_099873631.1	WP_099873631.1		indolepyruvate ferredoxin oxidoreductase family protein			CR152_RS03105	3564	1187	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	669761	670693	-							CR152_RS03110	933		old_locus_tag=CR152_03110
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	669761	670693	-	WP_099873632.1	WP_099873632.1		LysR substrate-binding domain-containing protein			CR152_RS03110	933	310	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	670820	672040	+							CR152_RS03115	1221		old_locus_tag=CR152_03115
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	670820	672040	+	WP_099873633.1	WP_099873633.1		HD-GYP domain-containing protein			CR152_RS03115	1221	406	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	672065	673105	-							CR152_RS03120	1041		old_locus_tag=CR152_03120
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	672065	673105	-	WP_099881954.1	WP_099881954.1		GGDEF domain-containing protein			CR152_RS03120	1041	346	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	673535	673711	+							CR152_RS03125	177		old_locus_tag=CR152_03125
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	673535	673711	+	WP_099873634.1	WP_099873634.1		Flp family type IVb pilin			CR152_RS03125	177	58	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	673804	674337	+							CR152_RS03130	534		old_locus_tag=CR152_03130
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	673804	674337	+	WP_099873635.1	WP_099873635.1		prepilin peptidase			CR152_RS03130	534	177	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	674445	675872	+							CR152_RS03135	1428		old_locus_tag=CR152_03135
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	674445	675872	+	WP_099873636.1	WP_099873636.1		ATPase			CR152_RS03135	1428	475	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	675869	676759	+					cpaB		CR152_RS03140	891		old_locus_tag=CR152_03140
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	675869	676759	+	WP_099873637.1	WP_099873637.1		Flp pilus assembly protein CpaB	cpaB		CR152_RS03140	891	296	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	676804	678345	+							CR152_RS03145	1542		old_locus_tag=CR152_03145
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	676804	678345	+	WP_099873638.1	WP_099873638.1		type II and III secretion system protein family protein			CR152_RS03145	1542	513	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	678355	678630	+							CR152_RS03150	276		old_locus_tag=CR152_03150
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	678355	678630	+	WP_229413269.1	WP_229413269.1		hypothetical protein			CR152_RS03150	276	91	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	678627	680105	+							CR152_RS03155	1479		old_locus_tag=CR152_03155
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	678627	680105	+	WP_099873639.1	WP_099873639.1		pilus assembly protein TadG-related protein			CR152_RS03155	1479	492	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	680120	680581	+							CR152_RS03160	462		old_locus_tag=CR152_03160
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	680120	680581	+	WP_157778307.1	WP_157778307.1		hypothetical protein			CR152_RS03160	462	153	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	680598	681179	+							CR152_RS03165	582		old_locus_tag=CR152_03165
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	680598	681179	+	WP_099873641.1	WP_099873641.1		pilus assembly protein			CR152_RS03165	582	193	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	681210	682385	+							CR152_RS03170	1176		old_locus_tag=CR152_03170
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	681210	682385	+	WP_099873642.1	WP_099873642.1		AAA family ATPase			CR152_RS03170	1176	391	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	682402	683748	+							CR152_RS03175	1347		old_locus_tag=CR152_03175
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	682402	683748	+	WP_099873643.1	WP_099873643.1		CpaF family protein			CR152_RS03175	1347	448	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	683757	684734	+							CR152_RS03180	978		old_locus_tag=CR152_03180
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	683757	684734	+	WP_099873644.1	WP_099873644.1		type II secretion system F family protein			CR152_RS03180	978	325	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	684744	685679	+							CR152_RS03185	936		old_locus_tag=CR152_03185
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	684744	685679	+	WP_099873645.1	WP_099873645.1		type II secretion system F family protein			CR152_RS03185	936	311	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	685713	686807	+							CR152_RS03190	1095		old_locus_tag=CR152_03190
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	685713	686807	+	WP_099873646.1	WP_099873646.1		LytR C-terminal domain-containing protein			CR152_RS03190	1095	364	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	686902	687213	+							CR152_RS03195	312		old_locus_tag=CR152_03195
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	686902	687213	+	WP_099873647.1	WP_099873647.1		BON domain-containing protein			CR152_RS03195	312	103	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	687280	688050	-							CR152_RS03200	771		old_locus_tag=CR152_03200
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	687280	688050	-	WP_099873648.1	WP_099873648.1		DUF2807 domain-containing protein			CR152_RS03200	771	256	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	688089	688292	-							CR152_RS03205	204		old_locus_tag=CR152_03205
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	688089	688292	-	WP_099873649.1	WP_099873649.1		hypothetical protein			CR152_RS03205	204	67	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	688461	689048	-							CR152_RS03210	588		old_locus_tag=CR152_03210
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	688461	689048	-	WP_099873650.1	WP_099873650.1		hypothetical protein			CR152_RS03210	588	195	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	689324	690106	-							CR152_RS03215	783		old_locus_tag=CR152_03215
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	689324	690106	-	WP_099873651.1	WP_099873651.1		3-hydroxybutyrate dehydrogenase			CR152_RS03215	783	260	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	690090	691322	-							CR152_RS03220	1233		old_locus_tag=CR152_03220
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	690090	691322	-	WP_099873652.1	WP_099873652.1		patatin-like phospholipase family protein			CR152_RS03220	1233	410	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	691315	691881	-							CR152_RS03225	567		old_locus_tag=CR152_03225
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	691315	691881	-	WP_099873653.1	WP_099873653.1		hypothetical protein			CR152_RS03225	567	188	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	692154	692807	+							CR152_RS32660	654		
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	692154	692807	+	WP_157778308.1	WP_157778308.1		hypothetical protein			CR152_RS32660	654	217	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	692904	694084	+							CR152_RS03230	1181		old_locus_tag=CR152_03230
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	692904	694084	+	WP_208640061.1	WP_208640061.1		IS3 family transposase			CR152_RS03230	1182	393	ribosomal_slippage
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	694081	694752	+							CR152_RS03235	672		old_locus_tag=CR152_03235
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	694081	694752	+	WP_099873655.1	WP_099873655.1		hypothetical protein			CR152_RS03235	672	223	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	694761	695489	+							CR152_RS03240	729		old_locus_tag=CR152_03240
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	694761	695489	+	WP_099873656.1	WP_099873656.1		protein phosphatase 2C domain-containing protein			CR152_RS03240	729	242	
gene	tRNA	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	695588	695663	-							CR152_RS03245	76		old_locus_tag=CR152_03245
tRNA		GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	695588	695663	-				tRNA-Thr			CR152_RS03245	76		anticodon=TGT
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	695690	696226	-							CR152_RS03250	537		old_locus_tag=CR152_03250
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	695690	696226	-	WP_099873657.1	WP_099873657.1		ClpXP protease specificity-enhancing factor			CR152_RS03250	537	178	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	696331	696942	-							CR152_RS03255	612		old_locus_tag=CR152_03255
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	696331	696942	-	WP_054265664.1	WP_054265664.1		glutathione S-transferase N-terminal domain-containing protein			CR152_RS03255	612	203	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	697048	697809	-							CR152_RS03260	762		old_locus_tag=CR152_03260
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	697048	697809	-	WP_099873658.1	WP_099873658.1		cytochrome c1			CR152_RS03260	762	253	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	697839	699251	-							CR152_RS03265	1413		old_locus_tag=CR152_03265
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	697839	699251	-	WP_099873659.1	WP_099873659.1		cytochrome bc complex cytochrome b subunit			CR152_RS03265	1413	470	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	699254	699862	-					petA		CR152_RS03270	609		old_locus_tag=CR152_03270
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	699254	699862	-	WP_099873660.1	WP_099873660.1		ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		CR152_RS03270	609	202	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	700161	700574	+					mscL		CR152_RS03275	414		old_locus_tag=CR152_03275
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	700161	700574	+	WP_208640243.1	WP_208640243.1		large conductance mechanosensitive channel protein MscL	mscL		CR152_RS03275	414	137	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	700588	701742	+							CR152_RS03280	1155		old_locus_tag=CR152_03280
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	700588	701742	+	WP_099873662.1	WP_099873662.1		trypsin-like peptidase domain-containing protein			CR152_RS03280	1155	384	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	701775	702464	+							CR152_RS03285	690		old_locus_tag=CR152_03285
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	701775	702464	+	WP_099873663.1	WP_099873663.1		DUF2461 domain-containing protein			CR152_RS03285	690	229	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	702476	702805	+							CR152_RS03290	330		old_locus_tag=CR152_03290
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	702476	702805	+	WP_099873664.1	WP_099873664.1		hypothetical protein			CR152_RS03290	330	109	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	702961	704001	-							CR152_RS03295	1041		old_locus_tag=CR152_03295
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	702961	704001	-	WP_099873665.1	WP_099873665.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			CR152_RS03295	1041	346	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	704006	704449	-							CR152_RS03300	444		old_locus_tag=CR152_03300
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	704006	704449	-	WP_099873666.1	WP_099873666.1		SH3 domain-containing protein			CR152_RS03300	444	147	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	704566	705039	-					secB		CR152_RS03305	474		old_locus_tag=CR152_03305
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	704566	705039	-	WP_099873667.1	WP_099873667.1		protein-export chaperone SecB	secB		CR152_RS03305	474	157	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	705187	705450	-					grxC		CR152_RS03310	264		old_locus_tag=CR152_03310
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	705187	705450	-	WP_099873668.1	WP_099873668.1		glutaredoxin 3	grxC		CR152_RS03310	264	87	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	705464	705865	-							CR152_RS03315	402		old_locus_tag=CR152_03315
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	705464	705865	-	WP_099873669.1	WP_099873669.1		rhodanese-like domain-containing protein			CR152_RS03315	402	133	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	706015	706761	+					gpmA		CR152_RS03320	747		old_locus_tag=CR152_03320
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	706015	706761	+	WP_099873670.1	WP_099873670.1		2,3-diphosphoglycerate-dependent phosphoglycerate mutase	gpmA		CR152_RS03320	747	248	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	706801	708279	+							CR152_RS03325	1479		old_locus_tag=CR152_03325
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	706801	708279	+	WP_099881958.1	WP_099881958.1		peptidoglycan DD-metalloendopeptidase family protein			CR152_RS03325	1479	492	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	708346	709851	+							CR152_RS03330	1506		old_locus_tag=CR152_03330
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	708346	709851	+	WP_099873671.1	WP_099873671.1		S41 family peptidase			CR152_RS03330	1506	501	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	709877	710629	+					moeB		CR152_RS03335	753		old_locus_tag=CR152_03335
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	709877	710629	+	WP_099873672.1	WP_099873672.1		molybdopterin-synthase adenylyltransferase MoeB	moeB		CR152_RS03335	753	250	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	710890	713010	+							CR152_RS03340	2121		old_locus_tag=CR152_03340
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	710890	713010	+	WP_099873673.1	WP_099873673.1		amidohydrolase family protein			CR152_RS03340	2121	706	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	713296	713748	+					gspG		CR152_RS03345	453		old_locus_tag=CR152_03345
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	713296	713748	+	WP_099873674.1	WP_099873674.1		type II secretion system major pseudopilin GspG	gspG		CR152_RS03345	453	150	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	713775	714245	+							CR152_RS03350	471		old_locus_tag=CR152_03350
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	713775	714245	+	WP_099873675.1	WP_099873675.1		GspH/FimT family pseudopilin			CR152_RS03350	471	156	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	714274	714651	+					gspI		CR152_RS03355	378		old_locus_tag=CR152_03355
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	714274	714651	+	WP_099873676.1	WP_099873676.1		type II secretion system minor pseudopilin GspI	gspI		CR152_RS03355	378	125	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	714651	715331	+							CR152_RS03360	681		old_locus_tag=CR152_03360
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	714651	715331	+	WP_099873677.1	WP_099873677.1		prepilin-type N-terminal cleavage/methylation domain-containing protein			CR152_RS03360	681	226	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	715331	716335	+					gspK		CR152_RS03365	1005		old_locus_tag=CR152_03365
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	715331	716335	+	WP_099873678.1	WP_099873678.1		type II secretion system minor pseudopilin GspK	gspK		CR152_RS03365	1005	334	
gene	protein_coding	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	716354	717571	+					gspL		CR152_RS03370	1218		old_locus_tag=CR152_03370
CDS	with_protein	GCF_002752675.1	Primary Assembly	chromosome		NZ_CP024608.1	716354	717571	+	WP_099873679.1	WP_099873679.1		type II secretion system protein GspL	gspL		CR152_RS03370	1218	405	
